Position x, Position y, Velocity x, Velocity y
-0.2269, -0.0050, -0.0058, 0.0000, 3.0049
-0.2281, -0.0050, -0.0061, 0.0000, 3.0071
-0.2283, -0.0050, -0.0061, 0.0000, 3.0239
-0.2295, -0.0050, -0.0062, 0.0000, 3.0405
-0.2307, -0.0050, -0.0061, 0.0000, 3.0428
-0.2309, -0.0050, -0.0060, 0.0000, 3.0595
-0.2320, -0.0050, -0.0058, 0.0000, 3.0618
-0.2322, -0.0050, -0.0057, 0.0000, 3.0784
-0.2333, -0.0050, -0.0054, 0.0000, 3.0950
-0.2343, -0.0050, -0.0051, 0.0000, 3.0972
-0.2344, -0.0050, -0.0050, 0.0000, 3.1140
-0.2354, -0.0050, -0.0047, 0.0000, 3.1163
-0.2355, -0.0050, -0.0046, 0.0000, 3.1331
-0.2364, -0.0050, -0.0043, 0.0000, 3.1497
-0.2371, -0.0050, -0.0039, 0.0000, 3.1518
-0.2373, -0.0050, -0.0039, 0.0000, 3.1684
-0.2380, -0.0050, -0.0036, 0.0000, 3.1851
-0.2386, -0.0050, -0.0033, 0.0000, 3.1874
-0.2387, -0.0050, -0.0032, 0.0000, 3.2041
-0.2393, -0.0050, -0.0029, 0.0000, 3.2072
-0.2394, -0.0050, -0.0030, 0.0000, 3.2236
-0.2400, -0.0050, -0.0033, 0.0000, 3.2258
-0.2401, -0.0050, -0.0033, 0.0000, 3.2426
-0.2408, -0.0050, -0.0035, 0.0000, 3.2595
-0.2416, -0.0050, -0.0041, 0.0000, 3.2615
-0.2418, -0.0050, -0.0041, 0.0000, 3.2783
-0.2426, -0.0050, -0.0044, 0.0000, 3.2813
-0.2428, -0.0050, -0.0045, 0.0000, 3.2977
-0.2438, -0.0050, -0.0052, 0.0000, 3.3000
-0.2440, -0.0050, -0.0052, 0.0000, 3.3168
-0.2451, -0.0050, -0.0055, 0.0000, 3.3336
-0.2463, -0.0050, -0.0061, 0.0000, 3.3358
-0.2465, -0.0050, -0.0062, 0.0000, 3.3525
-0.2478, -0.0050, -0.0064, 0.0000, 3.3557
-0.2480, -0.0050, -0.0065, 0.0000, 3.3721
-0.2494, -0.0050, -0.0071, 0.0000, 3.3743
-0.2496, -0.0050, -0.0071, 0.0000, 3.3911
-0.2511, -0.0050, -0.0073, 0.0000, 3.4075
-0.2525, -0.0050, -0.0072, 0.0000, 3.4107
-0.2528, -0.0050, -0.0073, 0.0000, 3.4268
-0.2543, -0.0050, -0.0076, 0.0000, 3.4294
-0.2545, -0.0050, -0.0077, 0.0000, 3.4458
-0.2560, -0.0050, -0.0077, 0.0000, 3.4629
-0.2576, -0.0050, -0.0081, 0.0000, 3.4651
-0.2579, -0.0050, -0.0081, 0.0000, 3.4818
-0.2595, -0.0050, -0.0082, 0.0000, 3.4840
-0.2598, -0.0050, -0.0082, 0.0000, 3.5007
-0.2613, -0.0050, -0.0080, 0.0000, 3.5029
-0.2616, -0.0050, -0.0079, 0.0000, 3.5197
-0.2631, -0.0050, -0.0076, 0.0000, 3.5362
-0.2645, -0.0050, -0.0072, 0.0000, 3.5384
-0.2647, -0.0050, -0.0071, 0.0000, 3.5551
-0.2660, -0.0050, -0.0067, 0.0000, 3.5717
-0.2672, -0.0050, -0.0062, 0.0000, 3.5739
-0.2674, -0.0050, -0.0061, 0.0000, 3.5906
-0.2685, -0.0050, -0.0057, 0.0000, 3.5928
-0.2687, -0.0050, -0.0056, 0.0000, 3.6095
-0.2697, -0.0050, -0.0051, 0.0000, 3.6259
-0.2707, -0.0050, -0.0047, 0.0000, 3.6281
-0.2708, -0.0050, -0.0047, 0.0000, 3.6452
-0.2718, -0.0050, -0.0049, 0.0000, 3.6614
-0.2727, -0.0050, -0.0049, 0.0000, 3.6635
-0.2729, -0.0050, -0.0049, 0.0000, 3.6802
-0.2738, -0.0050, -0.0048, 0.0000, 3.6967
