Position x, Position y, Velocity x, Velocity y
-0.5503, -0.0129, 0.0116, -0.0011, 3.0701
-0.5500, -0.0129, 0.0115, -0.0011, 3.0867
-0.5478, -0.0131, 0.0108, -0.0010, 3.1034
-0.5458, -0.0133, 0.0101, -0.0009, 3.1055
-0.5455, -0.0133, 0.0100, -0.0009, 3.1223
-0.5437, -0.0135, 0.0092, -0.0008, 3.1244
-0.5434, -0.0135, 0.0091, -0.0008, 3.1412
-0.5418, -0.0136, 0.0084, -0.0007, 3.1577
-0.5403, -0.0138, 0.0077, -0.0006, 3.1599
-0.5400, -0.0138, 0.0076, -0.0006, 3.1766
-0.5387, -0.0139, 0.0069, -0.0006, 3.1932
-0.5374, -0.0140, 0.0063, -0.0005, 3.2098
-0.5361, -0.0142, 0.0064, -0.0011, 3.2113
-0.5360, -0.0142, 0.0064, -0.0011, 3.2280
-0.5347, -0.0145, 0.0063, -0.0015, 3.2312
-0.5345, -0.0146, 0.0063, -0.0015, 3.2474
-0.5332, -0.0149, 0.0067, -0.0017, 3.2506
-0.5330, -0.0150, 0.0068, -0.0017, 3.2668
-0.5315, -0.0153, 0.0074, -0.0018, 3.2700
-0.5313, -0.0154, 0.0075, -0.0018, 3.2861
-0.5296, -0.0157, 0.0083, -0.0017, 3.3028
-0.5279, -0.0161, 0.0086, -0.0017, 3.3060
-0.5276, -0.0161, 0.0087, -0.0017, 3.3223
-0.5258, -0.0164, 0.0093, -0.0016, 3.3392
-0.5238, -0.0167, 0.0100, -0.0015, 3.3555
-0.5217, -0.0170, 0.0103, -0.0014, 3.3720
-0.5197, -0.0173, 0.0102, -0.0013, 3.3890
-0.5176, -0.0175, 0.0105, -0.0012, 3.4053
-0.5154, -0.0178, 0.0111, -0.0011, 3.4218
-0.5132, -0.0180, 0.0112, -0.0010, 3.4387
-0.5109, -0.0181, 0.0116, -0.0009, 3.4552
-0.5085, -0.0183, 0.0122, -0.0009, 3.4573
-0.5081, -0.0183, 0.0122, -0.0008, 3.4745
-0.5055, -0.0185, 0.0129, -0.0008, 3.4766
-0.5051, -0.0185, 0.0129, -0.0008, 3.4933
-0.5025, -0.0187, 0.0130, -0.0007, 3.5099
-0.5000, -0.0188, 0.0127, -0.0006, 3.5120
-0.4996, -0.0188, 0.0127, -0.0006, 3.5287
-0.4972, -0.0189, 0.0121, -0.0006, 3.5325
-0.4967, -0.0189, 0.0121, -0.0006, 3.5490
-0.4942, -0.0190, 0.0127, -0.0005, 3.5501
-0.4939, -0.0190, 0.0127, -0.0005, 3.5668
-0.4914, -0.0191, 0.0127, -0.0005, 3.5839
-0.4888, -0.0192, 0.0130, -0.0004, 3.5860
-0.4884, -0.0192, 0.0130, -0.0004, 3.6028
-0.4858, -0.0193, 0.0128, -0.0004, 3.6051
-0.4855, -0.0193, 0.0128, -0.0004, 3.6224
-0.4830, -0.0194, 0.0123, -0.0003, 3.6383
-0.4807, -0.0194, 0.0117, -0.0003, 3.6406
-0.4804, -0.0194, 0.0116, -0.0003, 3.6573
-0.4782, -0.0195, 0.0109, -0.0003, 3.6739
-0.4762, -0.0195, 0.0102, -0.0002, 3.6760
-0.4759, -0.0196, 0.0101, -0.0002, 3.6927
-0.4740, -0.0196, 0.0093, -0.0002, 3.6954
-0.4737, -0.0196, 0.0092, -0.0002, 3.7122
-0.4720, -0.0196, 0.0085, -0.0002, 3.7144
-0.4718, -0.0196, 0.0084, -0.0002, 3.7312
-0.4702, -0.0197, 0.0077, -0.0002, 3.7477
-0.4688, -0.0197, 0.0070, -0.0002, 3.7499
-0.4687, -0.0197, 0.0069, -0.0002, 3.7665
-0.4674, -0.0197, 0.0063, -0.0001, 3.7833
-0.4662, -0.0198, 0.0058, -0.0001, 3.7855
-0.4661, -0.0198, 0.0057, -0.0001, 3.8022
-0.4650, -0.0198, 0.0052, -0.0001, 3.8044
-0.4649, -0.0198, 0.0051, -0.0001, 3.8212
-0.4640, -0.0198, 0.0047, -0.0001, 3.8377
-0.4631, -0.0198, 0.0042, -0.0001, 3.8401
-0.4630, -0.0198, 0.0042, -0.0001, 3.8572
-0.4621, -0.0198, 0.0044, -0.0001, 3.8604
-0.4620, -0.0199, 0.0044, -0.0002, 3.8767
-0.4611, -0.0200, 0.0044, -0.0008, 3.8798
-0.4609, -0.0200, 0.0045, -0.0008, 3.8962
-0.4599, -0.0203, 0.0050, -0.0012, 3.8983
-0.4598, -0.0203, 0.0050, -0.0012, 3.9151
-0.4587, -0.0206, 0.0052, -0.0014, 3.9316
-0.4577, -0.0209, 0.0052, -0.0015, 3.9338
-0.4576, -0.0209, 0.0052, -0.0015, 3.9506
-0.4566, -0.0212, 0.0050, -0.0015, 3.9528
-0.4564, -0.0213, 0.0050, -0.0015, 3.9695
-0.4555, -0.0216, 0.0048, -0.0015, 3.9860
-0.4546, -0.0218, 0.0045, -0.0014, 3.9882
-0.4545, -0.0219, 0.0044, -0.0014, 4.0046
-0.4537, -0.0221, 0.0041, -0.0013, 4.0214
