Position x, Position y, Velocity x, Velocity y
0.8229, 0.0000, 0.0135, 0.0000
0.8256, 0.0000, 0.0137, 0.0000
0.8284, 0.0000, 0.0140, 0.0000
0.8312, 0.0000, 0.0139, 0.0000
0.8340, 0.0000, 0.0141, 0.0000
0.8369, 0.0000, 0.0145, 0.0000
0.8400, 0.0000, 0.0157, 0.0000
0.8433, 0.0000, 0.0167, 0.0000
0.8470, 0.0000, 0.0182, 0.0000
0.8507, 0.0000, 0.0188, 0.0000
0.8544, 0.0000, 0.0187, 0.0000
0.8581, 0.0000, 0.0188, 0.0000
0.8619, 0.0000, 0.0190, 0.0000
0.8656, 0.0000, 0.0187, 0.0000
0.8693, 0.0000, 0.0186, 0.0000
0.8729, 0.0000, 0.0181, 0.0000
0.8764, 0.0000, 0.0173, 0.0000
0.8796, 0.0000, 0.0164, 0.0000
0.8828, 0.0000, 0.0160, 0.0000
0.8860, 0.0000, 0.0159, 0.0000
0.8891, 0.0000, 0.0155, 0.0000
0.8921, 0.0000, 0.0154, 0.0000
0.8952, 0.0000, 0.0157, 0.0000
0.8983, 0.0000, 0.0154, 0.0000
0.9014, 0.0000, 0.0155, 0.0000
0.9045, 0.0000, 0.0158, 0.0000
0.9076, 0.0000, 0.0156, 0.0000
0.9106, 0.0000, 0.0151, 0.0000
0.9136, 0.0000, 0.0150, 0.0000
0.9166, 0.0000, 0.0152, 0.0000
0.9196, 0.0000, 0.0149, 0.0000
0.9227, 0.0000, 0.0156, 0.0000
0.9260, 0.0000, 0.0169, 0.0000
0.9295, 0.0000, 0.0174, 0.0000
0.9331, 0.0000, 0.0179, 0.0000
0.9366, 0.0000, 0.0178, 0.0000
0.9403, 0.0000, 0.0185, 0.0000
0.9440, 0.0000, 0.0186, 0.0000
0.9477, 0.0000, 0.0188, 0.0000
0.9515, 0.0000, 0.0190, 0.0000
0.9552, 0.0000, 0.0188, 0.0000
0.9588, 0.0000, 0.0181, 0.0000
0.9622, 0.0000, 0.0172, 0.0000
